DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,17,$38154.17,$17519.23,$15709.35
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,31,$39268.09,$13867.93,$10963.00
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,48,$17664.58,$12977.81,$11676.75
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,50,$24727.56,$15089.94,$12619.50
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,13,$49499.30,$14640.53,$12648.38
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,25,$31175.52,$13967.16,$9358.96
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,22,$48057.81,$15422.72,$9401.68
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,34,$30143.91,$16026.82,$12745.00
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,13,$34239.07,$13741.76,$11557.69
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,24,$36101.25,$15444.12,$14364.62
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,11,$31043.63,$12269.72,$10006.00
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,35,$26291.77,$13811.88,$12723.20
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,13,$34846.07,$15387.07,$12807.53
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,45,$23278.66,$13192.80,$9862.04
473 - CERVICAL SPINAL FUSION W/O CC/MCC,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,15,$35150.53,$12323.60,$9668.06
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,21,$38361.00,$17533.61,$16837.42
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,24,$53317.12,$22112.41,$21364.41
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,33,$86297.09,$25094.15,$24054.00
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,20,$44072.90,$22103.15,$21265.35
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,13,$58535.38,$18228.38,$17039.69
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,12,$75932.16,$29972.58,$29338.50
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,35,$41308.14,$18663.28,$16995.60
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,16,$59260.62,$26783.68,$25942.68
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,13,$60502.92,$19374.23,$18510.84
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,55,$64596.52,$24292.50,$20759.83
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,32,$58094.15,$21653.15,$20809.15
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,19,$43355.73,$18748.31,$17864.73
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,16,$41963.00,$23915.37,$23143.12
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,28,$51839.57,$18745.03,$17891.64
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,14,$46952.85,$22285.92,$21115.78
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,13,$55823.15,$20653.38,$19959.23
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,5450 FORT STREET,TRENTON,MI,48183,MI - Dearborn,14,$71809.35,$20444.50,$19551.42
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230193,LAPEER REGIONAL MEDICAL CENTER,1375 N MAIN ST,LAPEER,MI,48446,MI - Flint,11,$55859.54,$17531.27,$16513.81
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,24,$44738.45,$19540.41,$18512.08
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,22,$55227.13,$21832.86,$21166.86
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230207,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,MI,48342,MI - Pontiac,13,$59382.30,$29871.69,$28834.23
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,11,$53283.00,$20918.36,$19895.09
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,28,$54406.82,$19356.10,$18664.42
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,41,$71783.48,$24489.02,$23504.43
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,22,$73611.81,$21165.90,$20388.45
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,64,$27543.31,$10903.84,$10045.15
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,64,$36665.50,$13271.87,$12499.62
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,70,$50020.38,$13281.94,$12444.30
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit,15,$44533.73,$17064.20,$16162.86
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,25,$36161.28,$13801.44,$12820.12
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801,MI - Lansing,18,$29881.38,$15513.00,$14821.22
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230031,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,MI - Detroit,19,$30091.57,$10418.05,$9471.52
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,30,$27589.93,$10657.60,$9650.53
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,43,$52080.55,$22001.46,$16429.95
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,71,$32988.14,$11467.15,$10524.43
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,31,$52909.22,$17612.12,$16025.09
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,MI - Ann Arbor,14,$36194.00,$12660.28,$11613.71
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,55,$33329.38,$11868.50,$10696.20
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,22,$27664.27,$11886.45,$10863.18
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230080,CENTRAL MICHIGAN COMMUNITY HOSPITAL,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,MI - Lansing,12,$28155.83,$10422.41,$9675.75
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,26,$33180.07,$12092.92,$11065.11
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,WEST BRANCH,MI,48661,MI - Saginaw,19,$18639.84,$11439.94,$10553.00
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,22,$25316.63,$11025.90,$10258.45
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,MI - Lansing,22,$36571.40,$11454.04,$10435.13
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,157,$35579.10,$14281.61,$12516.75
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,54,$34544.07,$13457.92,$12519.33
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,15,$44435.80,$12012.73,$10962.60
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,33,$28489.39,$11516.66,$9848.51
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,42,$30104.50,$14864.59,$14089.07
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,64,$37898.26,$13537.03,$10735.51
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,59,$37477.84,$14671.98,$13274.03
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,36,$37372.30,$12744.05,$11776.38
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,5450 FORT STREET,TRENTON,MI,48183,MI - Dearborn,22,$45186.68,$12243.63,$11331.77
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230193,LAPEER REGIONAL MEDICAL CENTER,1375 N MAIN ST,LAPEER,MI,48446,MI - Flint,14,$34462.71,$10773.28,$9883.85
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,89,$28621.75,$12202.52,$11297.84
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,63,$41002.19,$14017.68,$13003.65
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230207,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,MI,48342,MI - Pontiac,14,$24648.57,$15906.14,$14942.71
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,36,$31328.27,$10984.41,$10017.63
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,31,$28283.48,$12554.06,$11719.35
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,59,$38261.69,$12092.55,$11254.32
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,57,$44424.00,$14161.61,$12807.47
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230241,ST JOHN RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,MI - Detroit,12,$25626.66,$10768.75,$9733.75
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,31,$30508.77,$13475.32,$12534.16
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,34,$44610.58,$11151.55,$10291.55
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230259,CHELSEA COMMUNITY HOSPITAL,775 S MAIN ST,CHELSEA,MI,48118,MI - Ann Arbor,18,$30370.33,$11399.11,$10464.66
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,67,$30248.82,$11544.40,$10692.28
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,MI - Detroit,25,$61813.24,$18215.44,$17317.52
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,48382,MI - Pontiac,33,$44022.90,$12290.21,$11474.69
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,42,$35730.14,$10123.76,$9272.69
536 - FRACTURES OF HIP & PELVIS W/O MCC,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,14,$9975.85,$5327.35,$4442.50
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,16,$26839.25,$11036.81,$9985.56
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,25,$39859.48,$10860.92,$10049.72
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,23,$29268.52,$11493.08,$10515.69
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,15,$28035.60,$8715.13,$7889.26
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,18,$41739.11,$14688.77,$13752.55
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,25,$30107.76,$9440.44,$8726.20
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,WEST BRANCH,MI,48661,MI - Saginaw,14,$15195.85,$9210.57,$8251.71
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,30,$27096.20,$11175.53,$9871.43
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,13,$28062.38,$11105.84,$10254.76
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,15,$24308.20,$9487.40,$8588.20
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,21,$25344.38,$12673.95,$10965.52
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,33,$30795.27,$10623.96,$8453.48
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,18,$30064.00,$12283.05,$10406.44
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,18,$26469.55,$10304.44,$9244.22
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,18,$22765.16,$9874.38,$9001.05
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,14,$23310.71,$10297.28,$9259.85
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,24,$32948.29,$11220.83,$10235.66
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,15,$23359.40,$10901.86,$9477.00
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,19,$28234.68,$9423.94,$8523.78
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,MI - Detroit,16,$58549.81,$14898.81,$14051.81
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,48382,MI - Pontiac,13,$35929.30,$11002.30,$8636.69
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,11,$23542.45,$5751.36,$4836.81
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,34,$17776.23,$7298.11,$6002.47
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,22,$31475.13,$8222.27,$5856.68
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,35,$21687.20,$7824.45,$5788.97
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,56,$23880.62,$11493.28,$6785.91
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,27,$18288.66,$6094.44,$5010.29
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,45,$23382.46,$9087.73,$7542.75
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,44,$19056.02,$6462.06,$4942.75
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,55,$11883.01,$6255.29,$5096.92
